Unnamed: 0,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,International Reputation,Weak Foot,Skill Moves,Work Rate,Real Face,Position,Release Clause,Wage_ok
7886,Akieme,20,Spain,67,72,Rayo Vallecano,€850K,€4K,1.0,3.0,2.0,Medium/ Medium,No,LB,€1.9M,1
7887,Tete Morente,21,Spain,67,79,Gimnàstic de Tarragona,€1.4M,€3K,1.0,3.0,3.0,Medium/ Medium,No,LM,€2.5M,1
7888,Shin Hyung Min,31,Korea Republic,67,67,Jeonbuk Hyundai Motors,€675K,€4K,2.0,5.0,3.0,Medium/ Medium,No,LM,€878K,1
7889,N. Yennaris,25,England,67,70,Brentford,€950K,€13K,1.0,3.0,2.0,High/ Medium,No,RCM,€1.9M,1
7890,P. van Ooijen,26,Netherlands,67,69,VVV-Venlo,€900K,€3K,1.0,5.0,3.0,Medium/ Medium,No,CM,€1.4M,1
7891,G. Cvijanović,31,Slovenia,67,67,Arka Gdynia,€675K,€2K,1.0,3.0,3.0,High/ Medium,No,CAM,€911K,1
7892,T. Taguchi,27,Japan,67,68,Júbilo Iwata,€850K,€3K,1.0,3.0,3.0,High/ Medium,No,LCM,€1.1M,1
7893,M. Saunier,28,France,67,67,FC Lorient,€625K,€3K,1.0,3.0,2.0,Medium/ Medium,No,CB,€1.1M,1
7894,L. Parunashvili,25,Georgia,67,72,Esbjerg fB,€850K,€3K,1.0,3.0,2.0,Medium/ High,No,CDM,€1.1M,1
7895,R. Acquafresca,30,Italy,67,67,FC Sion,€725K,€11K,1.0,4.0,3.0,Medium/ Low,No,ST,€1.1M,1
7896,C. Tabó,24,Uruguay,67,69,Puebla FC,€950K,€3K,1.0,3.0,3.0,Medium/ Medium,No,LCM,€1.7M,1
7897,Claytisco Branco,34,Brazil,67,67,Santos,€220K,€6K,1.0,3.0,2.0,Medium/ High,No,RB,€418K,1
7898,S. Nijland,29,Netherlands,67,67,De Graafschap,€750K,€3K,1.0,4.0,3.0,Medium/ Medium,No,CAM,€1.1M,1
7899,J. Guthrie,25,England,67,68,Walsall,€750K,€3K,1.0,3.0,2.0,Medium/ High,No,LCB,€1.4M,1
7900,J. Fernández,23,Argentina,67,75,CD Palestino,€975K,€2K,1.0,3.0,2.0,Medium/ Medium,No,LCM,€1.5M,1
7901,R. Crivello,26,Italy,67,67,Spezia,€650K,€2K,1.0,2.0,2.0,High/ Medium,No,LB,€1M,1
7902,T. Ayasse,31,France,67,67,Stade Brestois 29,€525K,€3K,1.0,3.0,2.0,Medium/ High,No,CDM,€919K,1
7903,D. Zúñiga,21,Chile,67,78,CD Everton de Viña del Mar,€1.1M,€1K,1.0,4.0,2.0,High/ Medium,No,LB,€1.8M,1
7904,L. Załuska,36,Poland,67,67,Pogoń Szczecin,€100K,€1K,1.0,3.0,1.0,Medium/ Medium,No,GK,€135K,1
7906,M. Schmerböck,24,Austria,67,73,Wolfsberger AC,€1.1M,€5K,1.0,3.0,3.0,Medium/ Medium,No,RS,€1.7M,1
7907,Y. Abe,36,Japan,67,67,Urawa Red Diamonds,€100K,€3K,1.0,3.0,2.0,Medium/ Medium,No,CB,€130K,1
7908,J. Ruiz,20,France,67,79,FC Sochaux-Montbéliard,€1.2M,€2K,1.0,3.0,2.0,Medium/ Medium,No,CB,€2.4M,1
7909,M. Bravo,31,Argentina,67,67,San Martín de San Juan,€675K,€6K,1.0,3.0,3.0,High/ Low,No,ST,€979K,1
7910,Augusto,30,Portugal,67,67,Śląsk Wrocław,€575K,€3K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€776K,1
7911,A. Maxsø,24,Denmark,67,73,FC Zürich,€900K,€4K,1.0,4.0,2.0,Medium/ Medium,No,LCB,€1.5M,1
7912,D. Vergara,21,Colombia,67,78,Envigado FC,€1.3M,€1K,1.0,3.0,3.0,High/ Medium,No,RM,€2M,1
7913,Park Dong Jin,23,Korea Republic,67,73,FC Seoul,€900K,€2K,1.0,3.0,2.0,Low/ High,No,CB,€1.3M,1
7914,A. Maksimenko,20,Russia,67,80,Spartak Moscow,€1.2M,€1K,1.0,3.0,1.0,Medium/ Medium,No,GK,€3.2M,1
7915,M. Vrushaj,19,Albania,67,80,Olympiacos CFP,€1.4M,€1K,1.0,4.0,3.0,High/ Medium,No,LM,€4M,1
7916,L. Garbutt,25,England,67,71,Oxford United,€825K,€4K,1.0,3.0,3.0,High/ Medium,Yes,LB,€1.5M,1
7917,G. Munari,35,Italy,67,67,Parma,€325K,€10K,1.0,3.0,2.0,High/ Medium,No,CM,€585K,1
7918,C. Burke,26,Jamaica,67,68,Philadelphia Union,€900K,€3K,1.0,2.0,2.0,Medium/ Medium,No,ST,€1.4M,1
7919,Rudy,29,Angola,67,67,Waterford FC,€750K,€1K,1.0,3.0,3.0,Medium/ Low,No,RM,€1.2M,1
7920,S. Knežević,21,Switzerland,67,79,FC Luzern,€1.2M,€4K,1.0,2.0,2.0,Medium/ High,No,CB,€2M,1
7921,M. Heider,32,Germany,67,67,VfL Osnabrück,€600K,€2K,1.0,5.0,3.0,Medium/ High,No,RM,€870K,1
7924,S. O'Donnell,26,Scotland,67,70,Kilmarnock,€775K,€3K,1.0,3.0,3.0,Medium/ Medium,No,RB,€1.4M,1
7925,S. Edera,21,Italy,67,77,Torino,€1.2M,€11K,1.0,3.0,3.0,High/ Low,No,RW,€2.3M,1
7926,A. Arellano,23,Mexico,67,73,Querétaro,€900K,€3K,1.0,3.0,3.0,Low/ High,No,CDM,€1.7M,1
7927,G. Hupperts,26,Netherlands,67,68,Sporting Lokeren,€900K,€5K,1.0,3.0,3.0,Medium/ Medium,No,RW,€1.4M,1
7928,L. Isgrove,25,Wales,67,70,Barnsley,€950K,€4K,1.0,3.0,3.0,Medium/ Medium,Yes,RM,€1.7M,1
7929,M. Lampson,28,United States,67,69,Minnesota United FC,€650K,€2K,1.0,2.0,1.0,Medium/ Medium,No,GK,€1M,1
7930,R. Di Gennaro,24,Italy,67,70,Inter,€675K,€11K,1.0,2.0,1.0,Medium/ Medium,No,GK,€1.2M,1
7931,Melvin Regalito,26,Brazil,67,67,Atlético Paranaense,€825K,€5K,1.0,3.0,3.0,Medium/ Medium,No,CAM,€1.6M,1
7932,L. Akins,29,England,67,67,Burton Albion,€750K,€5K,1.0,3.0,3.0,Medium/ Medium,No,RB,€1.3M,1
7933,J. Valencia,26,Colombia,67,69,CD Feirense,€925K,€5K,1.0,4.0,3.0,High/ Medium,No,ST,€2M,1
7934,L. Ayçiçek,24,Germany,67,72,SpVgg Greuther Fürth,€1M,€3K,1.0,3.0,3.0,Medium/ Medium,No,LM,€1.7M,1
7935,E. Albín,29,Uruguay,67,67,San Martin de Tucumán,€575K,€4K,1.0,5.0,3.0,Medium/ Medium,No,RB,€834K,1
7936,M. Troiano,33,Italy,67,67,Ascoli,€450K,€2K,1.0,3.0,2.0,High/ High,No,CM,€698K,1
7937,F. Escobar,23,Panama,67,73,New York Red Bulls,€900K,€2K,1.0,2.0,2.0,Low/ High,No,CB,€1.5M,1
7938,N. Linares,22,Argentina,67,77,Club Atlético Banfield,€1.1M,€4K,1.0,3.0,3.0,Medium/ Medium,No,CDM,€1.8M,1
7939,J. Ávila,26,Colombia,67,69,Junior FC,€775K,€2K,1.0,3.0,2.0,Medium/ High,No,CB,€1.1M,1
7940,Nuno Valente,26,Portugal,67,68,Vitória de Setúbal,€875K,€3K,1.0,3.0,3.0,Medium/ Medium,No,CM,€1.9M,1
7941,R. Baku,20,Germany,67,82,1. FSV Mainz 05,€1.7M,€7K,1.0,4.0,3.0,High/ High,No,CM,€4M,1
7942,Samu,22,Portugal,67,73,Boavista FC,€1M,€3K,1.0,3.0,3.0,High/ Medium,No,LM,€2.4M,1
7943,D. Vicencio,25,Chile,67,71,San Luis de Quillota,€825K,€2K,1.0,3.0,2.0,Medium/ Medium,No,CB,€1.2M,1
7944,C. Shields,27,Republic of Ireland,67,69,Dundalk,€750K,€1K,1.0,3.0,2.0,Medium/ High,No,RCM,€1.2M,1
7945,Choi Sung Keun,26,Korea Republic,67,68,Suwon Samsung Bluewings,€875K,€3K,1.0,3.0,3.0,Medium/ Medium,No,CM,€1.2M,1
7946,O. Sow,28,Sweden,67,67,Milton Keynes Dons,€800K,€7K,1.0,3.0,3.0,High/ Medium,No,ST,€1.4M,1
7947,L. Orejuela,22,Colombia,67,73,Ajax,€875K,€5K,1.0,4.0,3.0,High/ Low,No,RB,€1.4M,1
7948,S. Leuko,24,Cameroon,67,72,CD Lugo,€850K,€3K,1.0,4.0,2.0,Medium/ Medium,No,RB,€1.4M,1
7949,D. Goutas,24,Greece,67,72,Lech Poznań,€875K,€3K,1.0,3.0,2.0,Medium/ High,No,CB,€1.2M,1
7950,Wilsson Rosito,34,Brazil,67,67,Paraná,€375K,€7K,1.0,5.0,3.0,Medium/ Medium,No,CAM,€713K,1
7951,D. Rigo,19,Belgium,67,80,PSV,€1.4M,€3K,1.0,4.0,3.0,Medium/ Medium,No,CM,€2.9M,1
7953,S. Eastwood,29,England,67,69,Oxford United,€625K,€4K,1.0,3.0,1.0,Medium/ Medium,No,GK,€1.1M,1
7954,T. Boyd,27,United States,67,67,SV Darmstadt 98,€825K,€8K,1.0,3.0,2.0,Medium/ Medium,No,ST,€1.3M,1
7955,F. Nájera,34,Colombia,67,67,La Equidad,€230K,€1K,1.0,3.0,2.0,Low/ High,No,CB,€311K,1
7957,D. Milinković,24,France,67,73,Hull City,€1M,€8K,1.0,4.0,3.0,High/ High,No,LM,€2.2M,1
7958,F. Ayé,21,France,67,74,Clermont Foot 63,€1.1M,€2K,1.0,3.0,3.0,High/ Low,No,ST,€2.1M,1
7959,J. Vachoux,23,France,67,75,Racing Club de Lens,€850K,€2K,1.0,2.0,1.0,Medium/ Medium,No,GK,€1.7M,1
7960,N. Bajrami,19,Switzerland,67,82,Grasshopper Club Zürich,€1.6M,€3K,1.0,3.0,3.0,Medium/ Medium,No,LCM,€3.4M,1
7961,P. Mandanda,28,DR Congo,67,68,Sporting de Charleroi,€625K,€4K,1.0,2.0,1.0,Medium/ Medium,No,GK,€984K,1
7962,M. Đurić,28,Bosnia Herzegovina,67,67,US Salernitana 1919,€800K,€2K,1.0,3.0,2.0,High/ High,No,ST,€1.3M,1
7963,Éverton Luiz,30,Brazil,67,67,SPAL,€575K,€5K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€1M,1
7964,Puertas,26,Spain,67,68,Granada CF,€900K,€4K,1.0,3.0,3.0,Medium/ Medium,No,RM,€1.5M,1
7965,J. Duverne,20,France,67,77,Racing Club de Lens,€1.1M,€3K,1.0,3.0,2.0,Medium/ Medium,No,CB,€2.1M,1
7966,G. Dicker,31,Republic of Ireland,67,67,Kilmarnock,€525K,€3K,1.0,3.0,2.0,Medium/ High,No,RCM,€919K,1
7967,G. Massey,25,England,67,68,Wigan Athletic,€900K,€16K,1.0,3.0,3.0,High/ High,No,RM,€1.8M,1
7968,N. Stefanelli,24,Argentina,67,74,AIK,€1.1M,€3K,1.0,4.0,3.0,Medium/ High,No,ST,€1.6M,1
7969,J. Andrada,23,Argentina,67,75,Godoy Cruz,€975K,€4K,1.0,3.0,3.0,Medium/ High,No,CDM,€1.6M,1
7970,R. Zhemaletdinov,21,Russia,67,77,Lokomotiv Moscow,€1.3M,€1K,1.0,3.0,3.0,Medium/ Low,No,ST,€2.9M,1
7971,L. Sercombe,28,England,67,67,Bristol Rovers,€750K,€4K,1.0,3.0,3.0,High/ Medium,No,LCM,€1.3M,1
7972,D. De Belder,26,Belgium,67,69,KSV Cercle Brugge,€925K,€6K,1.0,3.0,2.0,High/ High,No,ST,€1.4M,1
7973,J. Kubicki,22,Poland,67,73,Lechia Gdańsk,€1M,€3K,1.0,2.0,3.0,High/ High,No,RCM,€1.6M,1
7974,J. Rasmussen,21,Denmark,67,78,Empoli,€1.2M,€3K,1.0,3.0,2.0,Medium/ Medium,No,CB,€2.3M,1
7975,Y. Ramadani,22,Albania,67,74,Vejle Boldklub,€925K,€3K,1.0,3.0,2.0,Medium/ High,No,CM,€1.3M,1
7976,E. Akichi,28,Ivory Coast,67,68,Paris FC,€700K,€3K,1.0,3.0,3.0,Medium/ High,No,LCM,€1.3M,1
7977,C. Chiricò,26,Italy,67,67,Lecce,€825K,€2K,1.0,2.0,3.0,Medium/ Medium,No,RW,€1.3M,1
7979,Chris Farminhão,34,Brazil,67,67,Grêmio,€230K,€9K,1.0,3.0,2.0,Medium/ Medium,No,CB,€414K,1
7980,D. Keita-Ruel,28,Germany,67,67,SpVgg Greuther Fürth,€800K,€4K,1.0,4.0,2.0,High/ High,No,ST,€1.2M,1
7981,P. Zulu,25,South Africa,67,68,Kaizer Chiefs,€900K,€1K,1.0,3.0,3.0,Medium/ Medium,No,LM,€2M,1
7982,H. Bahebri,25,Saudi Arabia,67,68,Al Shabab,€900K,€10K,1.0,4.0,4.0,High/ Low,No,RM,€1.6M,1
7983,C. Arias,30,Colombia,67,67,Alianza Petrolera,€725K,€1K,1.0,4.0,3.0,Medium/ Low,No,ST,€979K,1
7984,Jeong Woo Jae,26,Korea Republic,67,68,Daegu FC,€900K,€2K,1.0,3.0,4.0,Medium/ Medium,No,RM,€1.2M,1
7985,W. Dammers,23,Netherlands,67,70,Fortuna Sittard,€825K,€3K,1.0,4.0,2.0,High/ Medium,No,LCB,€1.3M,1
7986,K. Kotsaris,21,Greece,67,77,Panathinaikos FC,€950K,€1K,1.0,3.0,1.0,Medium/ Medium,No,GK,€2.3M,1
7987,M. Poletanović,24,Serbia,67,73,Jagiellonia Białystok,€900K,€3K,1.0,3.0,3.0,Medium/ Medium,No,RDM,€1.4M,1
7988,J. Hopcutt,26,England,67,70,Östersunds FK,€975K,€3K,1.0,3.0,3.0,High/ Medium,No,CF,€1.3M,1
7989,P. Małecki,29,Poland,67,67,Wisła Kraków,€750K,€3K,1.0,4.0,3.0,High/ Medium,No,LM,€1M,1
7992,Marco Soares,34,Cape Verde,67,67,CD Feirense,€230K,€4K,2.0,3.0,2.0,Medium/ Medium,No,CDM,€483K,1
7993,Romário,32,Brazil,67,67,Kalmar FF,€575K,€2K,1.0,3.0,3.0,Medium/ Medium,No,LCM,€719K,1
7994,Pedro Trigueira,30,Portugal,67,68,Moreirense FC,€575K,€2K,1.0,3.0,1.0,Medium/ Medium,No,GK,€1.3M,1
7995,A. Hrustić,21,Australia,67,75,FC Groningen,€1.1M,€3K,1.0,3.0,3.0,Medium/ Medium,No,CAM,€1.8M,1
7996,U. Segura,25,Costa Rica,67,70,DC United,€950K,€3K,1.0,3.0,3.0,High/ Medium,No,CM,€1.5M,1
7997,J. Billong,24,France,67,71,Benevento,€850K,€2K,1.0,3.0,2.0,Medium/ High,No,CB,€1.4M,1
7998,L. Arias,33,Colombia,67,67,Deportivo Pasto,€475K,€1K,1.0,2.0,3.0,Medium/ Medium,No,LM,€641K,1
7999,K. Arkivuo,35,Finland,67,67,BK Häcken,€160K,€1K,1.0,4.0,3.0,High/ Medium,No,LB,€200K,1
8001,G. Maggiore,20,Italy,67,83,Spezia,€1.7M,€1K,1.0,3.0,3.0,Medium/ Medium,No,CM,€3.6M,1
8002,M. Konrad,30,Germany,67,67,KFC Uerdingen 05,€575K,€3K,1.0,4.0,2.0,Medium/ High,No,RDM,€834K,1
8003,Zheng Long,30,China PR,67,67,Guangzhou Evergrande Taobao FC,€725K,€7K,1.0,3.0,3.0,High/ Medium,No,LW,€1.6M,1
8004,A. Lazaar,26,Morocco,67,68,Newcastle United,€725K,€13K,1.0,3.0,3.0,High/ High,No,LB,€1.4M,1
8005,J. Donachie,25,Australia,67,69,Jeonnam Dragons,€775K,€3K,1.0,3.0,2.0,Medium/ Medium,No,LCB,€1M,1
8006,J. Bizama,24,Chile,67,74,CD Huachipato,€900K,€2K,1.0,3.0,2.0,Medium/ Medium,No,RB,€1.4M,1
8007,A. Rossi,21,Italy,67,77,Lazio,€1.3M,€12K,1.0,2.0,3.0,High/ Low,No,ST,€2.4M,1
8008,Nolaskoain,19,Spain,67,78,Athletic Club de Bilbao,€1.1M,€3K,1.0,3.0,3.0,Medium/ Medium,No,CB,€2.6M,1
8009,H. Singh,27,Norway,67,67,Sarpsborg 08 FF,€775K,€2K,1.0,3.0,3.0,Medium/ Medium,No,LCM,€969K,1
8010,João Carlos,23,Brazil,67,71,Portimonense SC,€1M,€3K,1.0,4.0,3.0,Medium/ Medium,No,ST,€2.2M,1
8011,J. Nation,28,Norway,67,68,Vålerenga Fotball,€700K,€2K,1.0,3.0,2.0,Low/ Medium,No,RCB,€928K,1
8012,S. Kulovits,35,Austria,67,67,SV Sandhausen,€180K,€2K,1.0,3.0,2.0,Medium/ High,No,CDM,€288K,1
8013,T. Grøgaard,24,Norway,67,74,SK Brann,€900K,€2K,1.0,2.0,3.0,High/ Medium,No,LB,€1.3M,1
8014,R. Williams,24,Australia,67,70,Rotherham United,€975K,€10K,1.0,3.0,3.0,High/ High,No,RM,€1.9M,1
8015,F. Miguel,21,France,67,76,Nîmes Olympique,€1M,€4K,1.0,3.0,2.0,Medium/ Medium,No,LB,€2.2M,1
8016,M. Bukata,24,Slovakia,67,70,Benevento,€950K,€2K,1.0,4.0,3.0,High/ High,No,CM,€1.6M,1
8017,K. Broll,22,Germany,67,74,SG Sonnenhof Großaspach,€800K,€1K,1.0,2.0,1.0,Medium/ Medium,No,GK,€1.3M,1
8018,M. Jiménez,28,Mexico,67,69,Guadalajara,€650K,€10K,1.0,3.0,1.0,Medium/ Medium,No,GK,€1.2M,1
8019,K. Nagai,29,Japan,67,67,FC Tokyo,€750K,€5K,1.0,4.0,2.0,High/ Low,Yes,ST,€938K,1
8020,C. Philipps,24,Luxembourg,67,73,Legia Warszawa,€900K,€3K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€1.4M,1
8021,M. Sadler,33,England,67,67,Shrewsbury,€300K,€4K,1.0,3.0,2.0,Medium/ High,No,LCB,€525K,1
8022,F. Centonze,22,France,67,75,Racing Club de Lens,€950K,€3K,1.0,3.0,3.0,High/ Medium,No,RB,€1.9M,1
8023,J. Ligali,27,France,67,71,Montpellier HSC,€675K,€6K,1.0,3.0,1.0,Medium/ Medium,No,GK,€1.4M,1
8024,A. Sánchez,31,Argentina,67,67,Atlético Tucumán,€475K,€3K,1.0,2.0,1.0,Medium/ Medium,No,GK,€713K,1
8025,A. Nalini,28,Italy,67,67,Crotone,€775K,€2K,1.0,3.0,3.0,Medium/ Medium,No,LS,€1.2M,1
8026,Zheng Zheng,28,China PR,67,67,Shandong Luneng TaiShan FC,€600K,€6K,1.0,2.0,3.0,Medium/ High,No,LB,€1.3M,1
8027,Héctor Rodas,30,Spain,67,67,AD Alcorcón,€575K,€3K,1.0,3.0,2.0,Medium/ Medium,No,CB,€920K,1
8028,D. Høegh,27,Denmark,67,68,SC Heerenveen,€725K,€3K,1.0,2.0,2.0,Medium/ Medium,No,RCB,€1.1M,1
8029,C. Martschinko,24,Austria,67,72,FK Austria Wien,€850K,€5K,1.0,3.0,3.0,High/ Medium,No,LB,€1.3M,1
8030,F. Micolta,28,Colombia,67,67,Puebla FC,€800K,€4K,1.0,2.0,3.0,Medium/ Low,No,ST,€1.4M,1
8031,J. Piotrowski,20,Poland,67,77,KRC Genk,€1.2M,€4K,1.0,4.0,3.0,High/ Medium,No,CM,€2.1M,1
8032,M. Carretta,27,Italy,67,67,US Cremonese,€800K,€2K,1.0,3.0,2.0,High/ Medium,No,LW,€1.3M,1
8033,J. Skalák,26,Czech Republic,67,68,Millwall,€900K,€5K,1.0,3.0,3.0,Medium/ Medium,Yes,LM,€1.8M,1
8034,L. Lindsay,22,Scotland,67,77,Barnsley,€1.1M,€4K,1.0,3.0,2.0,Medium/ High,No,LCB,€2.1M,1
8035,V. Hoff,22,Norway,67,75,Odds BK,€1.1M,€2K,1.0,3.0,3.0,Medium/ High,No,CM,€1.6M,1
8036,M. Zaccagni,23,Italy,67,75,Hellas Verona,€1.1M,€2K,1.0,2.0,3.0,Medium/ Medium,No,CM,€2M,1
8037,R. Vera,35,Argentina,67,67,Patronato,€180K,€4K,1.0,3.0,2.0,Medium/ Medium,No,RCB,€261K,1
8038,J. Riedel,26,Germany,67,69,FC Hansa Rostock,€775K,€2K,1.0,5.0,2.0,Low/ High,No,LCB,€1.2M,1
8039,T. Yalçıner,31,Turkey,67,67,Alanyaspor,€525K,€5K,1.0,3.0,3.0,Medium/ High,No,CDM,€1.1M,1
8040,B. De Alba,25,Colombia,67,72,La Equidad,€1M,€1K,1.0,2.0,3.0,Medium/ Medium,No,CAM,€1.4M,1
8041,A. Nouri,28,Norway,67,67,Vålerenga Fotball,€600K,€2K,1.0,4.0,3.0,High/ Medium,No,RB,€750K,1
8042,C. Gartner,24,Austria,67,71,MSV Duisburg,€975K,€3K,1.0,3.0,3.0,Medium/ Medium,No,CM,€1.6M,1
8043,T. Geyer,27,Germany,67,67,VfR Aalen,€650K,€1K,1.0,3.0,2.0,Medium/ High,No,LCB,€943K,1
8044,L. Domínguez,28,Chile,67,68,CD Everton de Viña del Mar,€700K,€2K,1.0,2.0,2.0,Low/ High,No,CB,€998K,1
8045,Naldo,28,Brazil,67,67,Al Fayha,€625K,€7K,1.0,2.0,2.0,Medium/ High,No,CDM,€1M,1
8046,L. Kelly,19,England,67,83,Bristol City,€1.5M,€5K,1.0,3.0,3.0,Medium/ Medium,No,LB,€3.7M,1
8047,S. Whalley,30,England,67,67,Shrewsbury,€725K,€4K,1.0,3.0,3.0,Medium/ Medium,No,RM,€1.3M,1
8048,K. Anzai,23,Japan,67,74,Kashima Antlers,€900K,€4K,1.0,4.0,3.0,High/ Medium,No,LB,€1.4M,1
8049,C. Pontius,30,United States,67,67,LA Galaxy,€725K,€3K,1.0,4.0,3.0,High/ Medium,No,RM,€1.1M,1
8050,E. Zavaleta,25,United States,67,69,Toronto FC,€775K,€3K,1.0,2.0,2.0,Medium/ Medium,Yes,CB,€1.2M,1
8051,G. O'Neil,35,England,67,67,Bolton Wanderers,€180K,€3K,1.0,3.0,3.0,Low/ Medium,Yes,CDM,€342K,1
8052,G. Loovens,34,Netherlands,67,67,Sunderland,€230K,€5K,1.0,5.0,2.0,Low/ Medium,No,CB,€403K,1
8053,A. González,30,Uruguay,67,67,CD Palestino,€550K,€2K,1.0,3.0,2.0,Medium/ Medium,No,RCB,€743K,1
8054,Luís Cortez,24,Portugal,67,70,Vitória de Setúbal,€975K,€2K,1.0,2.0,3.0,Medium/ Medium,No,CAM,€2.1M,1
8055,M. Hernández,35,Mexico,67,67,Tiburones Rojos de Veracruz,€180K,€2K,1.0,3.0,1.0,Medium/ Medium,No,GK,€297K,1
8056,C. Donaldson,34,Jamaica,67,67,Bolton Wanderers,€400K,€5K,1.0,3.0,2.0,Medium/ Medium,No,ST,€760K,1
8058,S. Cronin,31,United States,67,67,Minnesota United FC,€525K,€3K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€788K,1
8059,J. Taylor,25,England,67,68,Rotherham United,€900K,€11K,1.0,3.0,3.0,High/ High,No,LM,€1.7M,1
8060,R. Hall,24,England,67,70,Oxford United,€975K,€4K,1.0,4.0,3.0,Medium/ Low,No,RM,€1.8M,1
8062,N. Yeri,26,Argentina,67,68,Club Atlético Aldosivi,€875K,€4K,1.0,3.0,3.0,Medium/ Medium,No,CM,€1.3M,1
8065,D. Wouters,21,Belgium,67,76,KRC Genk,€1M,€4K,1.0,2.0,2.0,Low/ Medium,No,CDM,€1.7M,1
8066,J. Campuzano,22,Colombia,67,80,Atlético Nacional,€1.3M,€2K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€2.6M,1
8067,Z. Valentin,26,United States,67,68,Portland Timbers,€725K,€3K,1.0,3.0,2.0,High/ Medium,No,LB,€1.1M,1
8068,L. Néry,27,France,67,68,AS Nancy Lorraine,€700K,€3K,1.0,3.0,2.0,Medium/ Medium,No,RB,€1.3M,1
8069,J. Iglesias,29,Uruguay,67,67,Clermont Foot 63,€600K,€3K,1.0,3.0,3.0,Medium/ Medium,No,RDM,€1.1M,1
8070,M. El Hamdaoui,33,Morocco,67,67,Excelsior,€475K,€3K,2.0,3.0,3.0,Medium/ Low,No,ST,€689K,1
8071,Welson Leima,34,Brazil,67,67,Botafogo,€230K,€7K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€437K,1
8072,M. Little,29,England,67,67,Bolton Wanderers,€575K,€4K,1.0,3.0,2.0,High/ Medium,No,RB,€1.1M,1
8073,B. Lennon,20,United States,67,78,Real Salt Lake,€1.1M,€2K,1.0,3.0,3.0,High/ Medium,No,RB,€1.9M,1
8074,N. Mitrović,25,Slovenia,67,72,Jagiellonia Białystok,€850K,€3K,1.0,3.0,2.0,Medium/ Medium,No,CB,€1.2M,1
8075,Serginho,35,Portugal,67,67,Santa Clara,€180K,€1K,1.0,3.0,1.0,Medium/ Medium,No,GK,€378K,1
8076,R. Buess,25,Switzerland,67,70,FC St. Gallen,€975K,€6K,1.0,4.0,2.0,Medium/ Medium,No,ST,€1.5M,1
8077,A. Al Sahabi,31,Saudi Arabia,67,67,Al Faisaly,€525K,€8K,1.0,3.0,2.0,Medium/ Medium,No,RCB,€866K,1
8078,Y. El Jebli,25,Netherlands,67,69,De Graafschap,€925K,€3K,1.0,3.0,3.0,Medium/ Low,No,CAM,€1.4M,1
8079,C. Durkin,18,United States,67,84,DC United,€1.4M,€1K,1.0,3.0,2.0,Medium/ Medium,No,CDM,€3M,1
8080,P. Bengtsson,30,Sweden,67,67,FC København,€550K,€7K,1.0,2.0,2.0,High/ Medium,No,LB,€715K,1
8081,F. Kamberi,23,Switzerland,67,76,Hibernian,€1.2M,€3K,1.0,3.0,2.0,Medium/ Medium,No,ST,€2.3M,1
8082,D. Irandust,20,Sweden,67,77,BK Häcken,€1.2M,€2K,1.0,3.0,3.0,Medium/ Medium,No,CAM,€1.8M,1
8083,L. Nomenjanahary,32,Madagascar,67,67,Paris FC,€600K,€3K,1.0,2.0,3.0,Medium/ Medium,No,RW,€1.1M,1
8084,D. Steres,27,United States,67,68,LA Galaxy,€725K,€3K,1.0,3.0,2.0,Medium/ Medium,Yes,RCB,€1.1M,1
8085,G. Donyoh,23,Ghana,67,73,FC Nordsjælland,€1.1M,€5K,1.0,3.0,3.0,Medium/ Medium,No,LW,€1.5M,1
8086,Castro,23,Spain,67,73,RCD Mallorca,€1.1M,€3K,1.0,3.0,3.0,High/ Medium,No,ST,€1.9M,1
8087,F. Troyansky,21,Argentina,67,80,Unión de Santa Fe,€1.5M,€4K,1.0,3.0,3.0,Medium/ Low,No,ST,€3.2M,1
8088,D. Koppers,26,Netherlands,67,68,PEC Zwolle,€725K,€4K,1.0,2.0,3.0,High/ High,No,LB,€1.1M,1
8089,M. Moscati,25,Italy,67,70,Perugia,€950K,€2K,1.0,3.0,3.0,High/ Medium,No,CM,€1.5M,1
8090,J. Roa,23,Colombia,67,75,Jaguares de Córdoba,€975K,€1K,1.0,3.0,2.0,Medium/ High,No,RDM,€1.5M,1
8091,Lu Wenjun,29,China PR,67,67,Shanghai SIPG FC,€750K,€7K,1.0,3.0,2.0,Medium/ Low,No,ST,€1.7M,1
8092,F. Crivelli,36,Argentina,67,67,Club Atlético Tigre,€100K,€3K,1.0,2.0,1.0,Medium/ Medium,No,GK,€150K,1
8093,J. Amoroso,30,Argentina,67,67,Newell's Old Boys,€725K,€6K,1.0,3.0,2.0,Medium/ Medium,No,RM,€1.1M,1
8094,A. Barillà,30,Italy,67,67,Parma,€700K,€13K,1.0,3.0,2.0,Medium/ Medium,No,RCM,€1.3M,1
8095,K. Agard,28,England,67,67,Milton Keynes Dons,€800K,€7K,1.0,3.0,2.0,Medium/ High,No,RW,€1.4M,1
